"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"m2o9","Good Day Cafe","Coffee","4.1","(8)","Hong Kong"
"v3pj","Taiwanese Hot Pot (Lockhart Road)","Hot Pot","4.7","(42)","Hong Kong"
"s1sf","Yakitori Takagi (Tsim Sha Tsui)","Skewers","4.6","(19)","Hong Kong"
"lo8k","I Want Fish (Causeway Bay)","Hot Pot","4.9","(26)","Hong Kong"
"c5xq","SOUTH LANE  (Shek Tong Tsui)","Western","4.8","(500+)","Hong Kong"
"sfy8","Zen Coffee","Coffee","4.8","(100+)","Hong Kong"
"s4of","スーパー丼 Superdon","Rice Bowl","4.3","(500+)","Hong Kong"
"v3al","Something Wild the Farm","Hong Kong","3.6","(2)","Hong Kong"
"b6ev","Shika Teppan-Yaki","Japanese","4.5","(100+)","Hong Kong"
"z5uj","Ho Ho Dim Sum (Tsim Sha Tsui)","Hot Pot","4.1","(100+)","Hong Kong"
"sxau","Haeng Bok","Korean","4.5","(58)","Hong Kong"
"tbia","NOOT","Western","4.8","(15)","Hong Kong"
"w216","Caflex by the Coffeeology","Coffee","4","(7)","Hong Kong"
"v2yi","Sansen Japanese Bar and Restaurant","Japanese","2.2","(45)","Hong Kong"
"vbom","Han Ah Rum Korean Restaurant (Causeway Bay)","Korean","4.5","(100+)","Hong Kong"
"x2ah","18 Grams (Cannon Street)","Coffee","4.8","(88)","Hong Kong"
"jjxa","Nam Kee Braised Goose","Chiu Chow","3.6","(33)","Hong Kong"
"w0qg","Moku Moku Yakiton (Causeway Bay)","Japanese","4.4","(29)","Hong Kong"
"w6zq","Mochi Cafe","Japanese","4.6","(100+)","Hong Kong"
"yfug","San Xi Lou (Lee Theatre)","Sichuan","4","(100+)","Hong Kong"
"p9ug","Yee King Restaurant","Hong Kong","3.8","(100+)","Hong Kong"
"s6yy","Fleur de Sel","French","4.8","(100+)","Hong Kong"
"x2wi","Jan Jan Kushikatsu (Tsim Sha Tsui)","Japanese","4.5","(17)","Hong Kong"
"oo4c","The Junk Yard Dog Bar","International","1","(1)","Hong Kong"
"fy3p","Tong De Veggie","Chinese","4.8","(51)","Hong Kong"
"hi40","Komeda's Coffee (Tsim Sha Tsui)","Coffee","4.6","(13)","Hong Kong"
"kjdo","Nakajima Suisan (AEON Tsim Sha Tsui)","Sushi","4.4","(6)","Hong Kong"
"s1to","HABITŪ caffe (The ONE)","Western","4.1","(100+)","Hong Kong"
"wrof","Gusto Taste Italian (Tsim Sha Tsui)","Italian","4.2","(36)","Hong Kong"
"v0hg","Pun's Food (Causeway Bay)","Taiwanese","4.4","(100+)","Hong Kong"
"u4jq","Stuffed Kitchen","International","4","(1)","Hong Kong"
"c1py","1011 Sip Tea","Bubble Tea","4.7","(90)","Hong Kong"
"nfar","Cafe Leitz","Coffee","4.8","(79)","Hong Kong"
"wbp4","MQ Fusion [Extended Delivery]","Dim Sum ","4.4","(3)","Hong Kong"
"w1xj","Tora Tetsu Teppan Yaki","Japanese","3.4","(17)","Hong Kong"
"m8ya","Noodle House Ippei-An (Mira Mall)","Japanese","3.6","(77)","Hong Kong"
"s5hw","Drunken Fish","Sichuan","3.7","(100+)","Hong Kong"
"w4wm","Master Chan Dim Sum Specialists","Dim Sum ","4.4","(500+)","Hong Kong"
"ts3z","Hoi Fung Aquatic Products (Kennedy Town)","Japanese","3.5","(9)","Hong Kong"
"csn7","GoodDay BadDay","International","3.9","(8)","Hong Kong"
"x3ej","Jin Luo Bao Korean Restaurant","Korean","4.5","(100+)","Hong Kong"
"x5cf","Mama Spicy (Hau Fook St)","Sichuan","4.6","(500+)","Hong Kong"
"h9gc","DRINK UP","Coffee","4.4","(52)","Hong Kong"
"v5ia","Tak Kee Chiu Chow Restaurant 德記潮州菜館","Chiu Chow","4.5","(4000+)","Hong Kong"
"o4e0","Sake San","Japanese","5","(1)","Hong Kong"
"ij8p","Siam 28 (Tsim Sha Tsui)","Thai","5","(4)","Hong Kong"
"bnlv","Grappa’s Cellar (Causeway Bay)","Italian","4.5","(100+)","Hong Kong"
"dhsv","Slow Walker (Tsim Sha Tsui) [Extended Delivery]","Western","4.4","(2)","Hong Kong"
"n6re","Chubby Papa's Deli","Western","4.8","(95)","Hong Kong"
"m5yj","Seafood Station","Cantonese","3.3","(2)","Hong Kong"
"x0nq","San Choi Noodles","Hong Kong","4.3","(100+)","Hong Kong"
"v6ms","KOI Thé (Kowloon Station)","Bubble Tea","4.9","(45)","Hong Kong"
"eoyl","Kawa Chill","Skewers","5","(24)","Hong Kong"
"tr7z","Le Colonial","Vietnamese","3.4","(6)","Hong Kong"
"s2ub","DKLM Bar and Restaurant","Western","4.1","(19)","Hong Kong"
"vegn","Luckypot","Sichuan","3.3","(3)","Hong Kong"
"kfz9","Triangle Coffee","Coffee","4.5","(9)","Hong Kong"
"b9zi","Longtail (Causeway Bay)","Thai","5","(3)","Hong Kong"
"lkdj","HYPEBEANS (Causeway Bay)","Coffee","5","(13)","Hong Kong"
"fh1b","Thailand King","Thai","4.5","(4)","Hong Kong"
"v9te","Badroom Bar & Restaurant","Western","4.1","(15)","Hong Kong"
"doy3","IceCandy Dessert","Western","4.3","(31)","Hong Kong"
"w7sp","I Café","Hong Kong","4.1","(100+)","Hong Kong"
"v3tt","Oyster To Go","Western","4","(24)","Hong Kong"
"minu","KR Cafe","Coffee","3.3","(19)","Hong Kong"
"v4er","Cheung's Steamed Chicken with Sichuan Chili Sauce","Sichuan","4.5","(1000+)","Hong Kong"
"w3xr","Prince Restaurant","Chinese","4","(53)","Hong Kong"
"xs57","Little Bao (Causeway Bay)","International","4.7","(100+)","Hong Kong"
"sc6x","Ko Sing Restaurant","Cha Chaan Teng","3.9","(22)","Hong Kong"
"fjn0","PABLO Modern Mexican Cocina","Mexican","2.1","(28)","Hong Kong"
"v5lo","ShowTime Sports Bar","Western","3.5","(4)","Hong Kong"
"ip32","Sicklyland Cafe & Restaurant","Western","4.9","(3)","Hong Kong"
"s0zj","Namo Avant Thai","Thai","4.4","(100+)","Hong Kong"
"hlr8","Grab & Go","Western","4.9","(34)","Hong Kong"
"v4zr","Nong Jie Rice Roll","Hong Kong","4.7","(100+)","Hong Kong"
"v7tg","8 Izakaya Yakitori (Tsim Sha Tsui)","Japanese","4.3","(84)","Hong Kong"
"w9fx","Cafe R&C Sleepless","Western","3.8","(100+)","Hong Kong"
"m3sj","PoTauPho","Pho","4.7","(100+)","Hong Kong"
"ygus","Hogan Coffee (Causeway Bay)","Western","4.9","(72)","Hong Kong"
"yxjp","Thai Loi Thai Restaurant","Thai","4.5","(23)","Hong Kong"
"tnof","Chong San Kitchen (Causeway Bay)","Cha Chaan Teng","4.6","(72)","Hong Kong"
"v5kk","Kam Fat Restaurant","Cha Chaan Teng","4.2","(500+)","Hong Kong"
"skvj","MÖöD Coffee","Coffee","4.9","(100+)","Hong Kong"
"l367","Grill Cage","Hong Kong","3.4","(19)","Hong Kong"
"hp24","Ju Ban Ya (Causeway Bay)","Japanese","4.3","(100+)","Hong Kong"
"s9ai","Kampoeng","Indonesian","4.1","(100+)","Hong Kong"
"s8hx","FRITES Belgium On Tap (Causeway Bay)","Western","4.6","(100+)","Hong Kong"
"e92l","Pasta de Show","Japanese","4.5","(5)","Hong Kong"
"v8pe","Blue Ocean Restaurant and Bar","Indian","4.1","(100+)","Hong Kong"
"w6bz","Home Feel (Tsim Sha Tsui)","Hong Kong","4.6","(100+)","Hong Kong"
"s1dv","Zhang Men Brewing Company (Tsim Sha Tsui)","Taiwanese","2.9","(19)","Hong Kong"
"w7ic","Yi Ka","Hong Kong","4.4","(1000+)","Hong Kong"
"lq1n","Planet","Curry","4.4","(2)","Hong Kong"
"voiu","Yun Xian Mixiam","Rice Noodles","4.7","(11)","Hong Kong"
"m4fe","Sportful Garden Restaurant (East Ocean)","Chinese","4.4","(9)","Hong Kong"
"v1vj","Dalin Pocha","Korean","4.7","(81)","Hong Kong"
"v7za","Delicious Thai","Thai","3.3","(92)","Hong Kong"
"m9ip","Let's Jam (Tsim Sha Tsui)","Western","4.7","(100+)","Hong Kong"
"ci3u","Cafe Addict","Western","4.9","(13)","Hong Kong"
"qbn0","Cowboy Noodle Restaurant (Jordan)","Hong Kong","3.7","(18)","Hong Kong"
"ts77","Honk Bear Beer","Skewers","4.9","(21)","Hong Kong"
"xhdt","Indian Masala House","Indian","3.4","(7)","Hong Kong"
"ihe4","Vivere","International","5","(11)","Hong Kong"
"ylox","Full Moon","Chinese","3.7","(3)","Hong Kong"
"hd2k","Iberians","Spanish","4.9","(14)","Hong Kong"
"pnbb","Bengal Brothers (Kennedy Town)","Indian","4.7","(100+)","Hong Kong"
"cfl9","Hey You Cafe","Cha Chaan Teng","3.9","(4)","Hong Kong"
"uo0k","Mama Munchies","Middle Eastern","4.5","(38)","Hong Kong"
"v31l","Happy Times (Tsim Sha Tsui)","Hong Kong","4.1","(15)","Hong Kong"
"qtjb","Cosmo","Western","5","(3)","Hong Kong"
"x7tz","Open Oyster","Western","5","(36)","Hong Kong"
"ajxa","Little Napoli","Pizza","4.7","(25)","Hong Kong"
"v9at","Waffling Beans","Western","4.5","(100+)","Hong Kong"
"w7bw","Tong Shui Hung","HK Dessert","4.5","(500+)","Hong Kong"
"fvek","Kactus Koffee","Coffee","4.8","(48)","Hong Kong"
"to22","Kamukura Japanese Restaurant","Sushi","5","(15)","Hong Kong"
"s5nq","Sun Hing Restaurant","Dim Sum ","4.6","(3000+)","Hong Kong"
"zpgy","Porun Restaurant","Cart Noodles","4.1","(95)","Hong Kong"
"zd87","IDFC Coffee","Coffee","4.1","(9)","Hong Kong"
"v2en","Best Bite Cafe","Indian","4","(100+)","Hong Kong"
"e8jp","Junels Ktown","Filipino","5","(10)","Hong Kong"
"v7kx","Ka Ka Lok Fast Food Shop","Hong Kong","4","(500+)","Hong Kong"
"v3tb","Anna Dessert","HK Dessert","4.5","(500+)","Hong Kong"
"nded","Papa Express","International","4.1","(14)","Hong Kong"
"v7pv","Yung's Roast Goose Restaurant","Hong Kong","4.3","(100+)","Hong Kong"
"hcr8","Woodstock.s","Western","4.3","(19)","Hong Kong"
"d1hx","11 Kebab","Skewers","4.7","(35)","Hong Kong"
"e4m1","Tak Yip Tong","Hong Kong","5","(2)","Hong Kong"
"v4ub","Sing Kee","Hong Kong","4.5","(1000+)","Hong Kong"
"kgct","Hotdog Queen (Tsim Sha Tsui)","Western","4.1","(100+)","Hong Kong"
"hvcj","Al-Baick Fast Food","Fast Food","4.7","(2)","Hong Kong"
"xz6s","Baba Snack","Chinese","3.4","(3)","Hong Kong"
"y1gh","What Da Duck","Hong Kong","2.9","(8)","Hong Kong"
"q2p2","Eternal Brews","Western","1","(1)","Hong Kong"
"v5zj","Bombay Indian Restaurant","Indian","3.9","(100+)","Hong Kong"
"f0pq","Ferry Point Sea Salt BBQ","Skewers","4.4","(100+)","Hong Kong"
"pihv","The Restless Foodie Restaurant (Jordan)","Chinese","4","(1)","Hong Kong"
"qdnb","Zan Kee Food (Jordan)","Hong Kong","4.7","(27)","Hong Kong"
"w2w1","Ironyakiniku","Japanese","4.9","(14)","Hong Kong"
"x8xv","Song Sushi","Sushi","4.6","(2000+)","Hong Kong"
"w7yv","Timur","Indian","4.5","(500+)","Hong Kong"
"v4im","Cake's Secrets","Cakes","4.2","(100+)","Hong Kong"
"v2qv","Best Restaurant","Chinese","4","(78)","Hong Kong"
"m6vr","Kcal (Shanghai Street)","International","5","(1)","Hong Kong"
"ay7h","Winstons Coffee (Kennedy Town)","Coffee","4.7","(74)","Hong Kong"
"v5yl","Sweeties Home","HK Dessert","4.6","(500+)","Hong Kong"
"l1od","Triomphe Club","Dim Sum ","4.1","(9)","Hong Kong"
"psnv","Creo By Brentwood (Kennedy Town)","Coffee","4.6","(10)","Hong Kong"
"kvho","Dow E.E Wing Lo Kitchen (Yau Ma Tei)","Thai","4.9","(7)","Hong Kong"
"s15m","Crispy Chicken","Western","4.4","(82)","Hong Kong"
"ir3b","One Half Story Cafe","Western","3.7","(6)","Hong Kong"
"xwe8","Proof","Western","5","(91)","Hong Kong"
"w6dk","The Cofftea Shop","Coffee","4.9","(100+)","Hong Kong"
"x9k0","Busy Bee Light Food","Middle Eastern","4.3","(18)","Hong Kong"
"c9tu","Antonio. The King of Piri Piri Chicken (Kennedy Town)","0 min","4.9","(21)","Hong Kong"
"tqkv","..XYZ","Bubble Tea","4.9","(3)","Hong Kong"
"cxuo","Ying Heung Yuen (Tin Wan)","Hong Kong","4.4","(100+)","Hong Kong"
"v9hw","Marco's Oyster Bar & Grill (Jordan)","Italian","4","(100+)","Hong Kong"
"eh3x","Sardarbucks (Jordan)","Indian","4.4","(7)","Hong Kong"
"unl2","Simple Day","Western","4.5","(51)","Hong Kong"
"l7hy","Two Fat","Vietnamese","3.6","(57)","Hong Kong"
"a3bs","Tin Yin Noodles","Cart Noodles","4.4","(100+)","Hong Kong"
"lr04","My Italian Father Reeti Riwaz Griha","International","5","(11)","Hong Kong"
"zdb9","Chiu Shun Kee Restaurant","Cha Chaan Teng","4.8","(100+)","Hong Kong"
"x3dt","Qing Dynasty Chicken Pot","Sichuan","4.5","(500+)","Hong Kong"
"q87f","HeyDay Cafe","Western","5","(22)","Hong Kong"
"ukq0","ZENWICH","Sandwich","3.8","(6)","Hong Kong"
"txm9","Conchetta's Bar + Bistro","Western","4.4","(6)","Hong Kong"
"m4fw","Kale (Aberdeen)","Western","4.5","(500+)","Hong Kong"
"c30f","Fatties Diner","American","2.4","(8)","Hong Kong"
"pabi","Gun Izakaya","Japanese","4.4","(4)","Hong Kong"
"wx5m","Fung Kee","Cha Chaan Teng","3.6","(38)","Hong Kong"
"kzzk","Bad Coffee & Liquor Club","Coffee","5","(1)","Hong Kong"
"v0aj","Wagyu Yakiniku Satoi","Japanese","4.9","(3)","Hong Kong"
"f8qo","Hong Ki Congee","Congee","4.4","(100+)","Hong Kong"
"nrf7","Chillies-Chill","Chinese","4.6","(13)","Hong Kong"
"u30n","t2P","Japanese","3.6","(33)","Hong Kong"
"e6sb","Al Sur","Spanish","5","(2)","Hong Kong"
"r03a","Jubeelee Bar & Restaurant","Western","1","(1)","Hong Kong"
"wukw","Big Rice Bucket (Tin Hau)","Hong Kong","4.2","(100+)","Hong Kong"
"nsva","1997 Fried Master","Skewers","3.3","(11)","Hong Kong"
"kzfn","Lucky Star Kitchen","Cha Chaan Teng","4.6","(100+)","Hong Kong"
"f7es","Black Wood Izakaya (Tsing Fung Street)","Japanese","3.5","(82)","Hong Kong"
"l7kf","Obar Restaurant and Bar","Korean","4.8","(40)","Hong Kong"
"tjxo","Dim Sum Lau","Chinese","4.5","(100+)","Hong Kong"
"urbr","Sticks & Fire","Western","4","(81)","Hong Kong"
"v3vc","Izakaya Satoi","Japanese","3.5","(26)","Hong Kong"
"kthl","Harvest Dry Seafood Kitchen","Cantonese","3.8","(7)","Hong Kong"
"frj6","Man Shing Restaurant","Cha Chaan Teng","4.3","(76)","Hong Kong"
"ckqo","Tasty Corner (Causeway Bay)","Skewers","1.7","(4)","Hong Kong"
"wabv","Prime Kitchen Limited","Hong Kong","2.2","(2)","Hong Kong"
"div2","Golden Chuan Soup","Rice Noodles","4.2","(18)","Hong Kong"
"w5za","Yat Gor Restaurant","Hong Kong","4.1","(100+)","Hong Kong"
"ky98","Ita Meshi","Japanese","3","(1)","Hong Kong"
"w7en","Wing Fat Restaurant","Cha Chaan Teng","3.9","(100+)","Hong Kong"
"nsxd","HFT Life (Cyberport)","Hong Kong","3.9","(100+)","Hong Kong"
"v3aw","Bistro","International","4.9","(16)","Hong Kong"
"w3mp","Number","Hong Kong","4.1","(100+)","Hong Kong"
"w2st","Come Back","International","4.5","(100+)","Hong Kong"
"iwh7","Win Seafood Restaurant","Hong Kong","3.9","(100+)","Hong Kong"
"v4em","Ocean Cooking","Japanese","4.4","(1000+)","Hong Kong"
"v6ra","Goodwill Production","Western","4.4","(100+)","Hong Kong"
"w1ob","Sun Fook Kee Restaurant","Chinese","4.5","(26)","Hong Kong"
"bfvd","Ming Yeung World","Skewers","2","(1)","Hong Kong"
"qw6z","Angus Cafe","Cha Chaan Teng","4.6","(1000+)","Hong Kong"
"d9gc","Jolly Tasty","International","4.8","(80)","Hong Kong"
"jr9g","Two Greens","Hong Kong","4.6","(100+)","Hong Kong"
"e97i","Cafe Simplify","Cha Chaan Teng","4.3","(100+)","Hong Kong"
"i10g","Deli-Daily (Wong Chuk Hang)","Hong Kong","3","(1)","Hong Kong"
"adz0","Aloha Restaurant","Rice Bowl","4.4","(77)","Hong Kong"
"h342","Hotpot Master (Wong Chuk Hang)","Sichuan","4.7","(6)","Hong Kong"
"w2ap","Headquarters","Hong Kong","4.7","(500+)","Hong Kong"
"qugk","The Opera Coffee","Coffee","4.9","(88)","Hong Kong"
"bh1z","Little Sweet Girl","Cha Chaan Teng","4.3","(100+)","Hong Kong"
"yfix","The Southside Hot Dog Co. (Wong Chuk Hang)","Western","4.3","(100+)","Hong Kong"
"bdou","Stumpy Bakery","Western","4.7","(100+)","Hong Kong"
"w4mj","Southside Rotisserie","Western","3.8","(100+)","Hong Kong"
"w1gh","Lotus Pond","Southeast Asian","4.4","(20)","Hong Kong"
"rlno","Gustoso Burger","Burgers","4.5","(500+)","Hong Kong"
"tpa2","Hong Kong jai Fish Ball King","Hong Kong","4.4","(98)","Hong Kong"
"i027","Temple Street BBQ","Hong Kong","2","(29)","Hong Kong"
"n0vc","The Southside Pizza Co. (Wong Chuk Hang)","Italian","4","(500+)","Hong Kong"
"kbod","Tak Tou (North Point)","Hong Kong","3.5","(21)","Hong Kong"
"beg5","Bento Ting","Pasta","4.4","(100+)","Hong Kong"
"w1lh","B.I.T Canteen","International","4.2","(70)","Hong Kong"
"es3r","Smoko","Western","4.9","(5)","Hong Kong"
"w8hb","MOM LiveHouse","Hong Kong","4.2","(100+)","Hong Kong"
"iccj","C-Food Tribe","Hong Kong","3.9","(100+)","Hong Kong"
"w5mq","Snack Shop","Hong Kong","4.5","(100+)","Hong Kong"
"lsrx","Mamamia 2.0","Chinese","3.6","(17)","Hong Kong"
"p1nd","Fat Kee Cafe","Hong Kong","4.4","(100+)","Hong Kong"
"w4sf","Pomegranate Kitchen","Middle Eastern","4.5","(100+)","Hong Kong"
"tdlv","Hattendo (Wong Chuk Hang)","Japanese","4.1","(100+)","Hong Kong"
"v7nf","Nam Long Restaurant","Western","4.5","(100+)","Hong Kong"
"v2xu","Bread and Bistro","Japanese","4.4","(100+)","Hong Kong"
"d4cp","CulinArt","International","4.1","(32)","Hong Kong"
"p4ok","Asian Delight","Rice Bowl","4.2","(56)","Hong Kong"
"yfmm","Wonton Hot (North Point)","Sichuan","4.1","(100+)","Hong Kong"
"s6pp","El Charro Mexican Cantina (Cyberport)","Mexican","4.7","(100+)","Hong Kong"
"have","Yoo Cool","Cha Chaan Teng","2.3","(16)","Hong Kong"
"drzb","The Big Things Noodles (Wong Chuk Hang)","Japanese","3.3","(60)","Hong Kong"
"pkzh","Wo Choi Japanese Restaurant","Japanese","4.7","(100+)","Hong Kong"
"zaz1","Hidden Chicken","Chinese","4.6","(57)","Hong Kong"
"qpff","The Pot Spot by The Big Things (Wong Chuk Hang)","International","3.9","(9)","Hong Kong"
"oejl","Mei King Fast Food","Cha Chaan Teng","2.8","(4)","Hong Kong"
"ptwk","Dai Sun BBQ Pork","Siu Mei","3.5","(62)","Hong Kong"
"kk21","Marathon Cafe","Cha Chaan Teng","4.4","(23)","Hong Kong"
"fsvn","女皇奶茶 Queen's HK Milk Tea and Coffee","Vietnamese","4.8","(5)","Hong Kong"
"h9t2","1st & Beaudry","Western","3","(1)","Hong Kong"
"i23y","Mee Mee Me","Thai","3.8","(53)","Hong Kong"
"r14l","Car Noodle","Cart Noodles","3.7","(24)","Hong Kong"
"w3ef","King Bakery (Tung Nam) (Restaurant)","Hong Kong","4.6","(40)","Hong Kong"
"emmb","Pa-Tau lau","Taiwanese","4.4","(75)","Hong Kong"
"s2h8","Family Salad","Western","5","(10)","Hong Kong"
"v7ir","Wall is Eat","Western","4.4","(6)","Hong Kong"
"pbuy","Grandpa's Cafe","Cha Chaan Teng","4.5","(27)","Hong Kong"
"i58e","Badgers Cafe","Coffee","2.2","(7)","Hong Kong"
"q4q2","Grandpa's Roasted Meat","Cantonese","2.8","(9)","Hong Kong"
"pe9d","Zhu Zhi","Asian","4.9","(24)","Hong Kong"
"byxs","Cravings","Middle Eastern","4.3","(29)","Hong Kong"
"bfm0","Zee Zee Cafe","Hong Kong","4.6","(17)","Hong Kong"
"w8ht","Korea House (Food Republic - Olympian City 2)","Korean","4","(67)","Hong Kong"
"niuj","Hibi (North Point)","Japanese","5","(2)","Hong Kong"
"xetb","Bonza! by Waffling Beans","Western","4.4","(100+)","Hong Kong"
"o8ao","Veggie Right","Hong Kong","4.2","(16)","Hong Kong"
"v1ki","Hua Xian Mu Lan (Olympian City)","Taiwanese","4.5","(100+)","Hong Kong"
"miep","Sheung Han BBQ King","Siu Mei","3.9","(100+)","Hong Kong"
"uts6","Eighty Taiwan Barbecue","Taiwanese","3.8","(4)","Hong Kong"
"x4d5","Piggies Sizzling Grill","Western","4.5","(3)","Hong Kong"
"x9yd","YEN Xpress Teppanyaki (Food Republic - Olympian City 2)","Japanese","4.4","(42)","Hong Kong"
"v4az","Chung Gye Chon Korean Restaurant","Korean","4.5","(500+)","Hong Kong"
"y8y5","MayMay Kitchen","Hong Kong","3.9","(59)","Hong Kong"
"vip7","Insane","Coffee","4","(16)","Hong Kong"
"v0at","Honey Honey Dessert House","Sichuan","3.9","(500+)","Hong Kong"
"is1x","Chuan Mama","Sichuan","4.4","(59)","Hong Kong"
"k8cq","Mine Cafe","Cha Chaan Teng","3.7","(100+)","Hong Kong"
"ss16","Lyu Kam Kee Shredded Chicken (Ap Lei Chau)","Shredded chicken","4.5","(100+)","Hong Kong"
"i6wb","Yummy (Hung Hom)","Skewers","4.6","(100+)","Hong Kong"
"rijr","Spicy Gathering","Chinese","4.4","(100+)","Hong Kong"
"q2sm","Rim Taang Thai BBQ 2","Thai","4.6","(1000+)","Hong Kong"
"tbrh","Lamb Mutton Soup Noodle","Chinese","4","(100+)","Hong Kong"
"krdd","Little Italy","Pizza","4.6","(100+)","Hong Kong"
"u9t3","Hachikasen","Japanese","3.8","(2)","Hong Kong"
"x4an","小漁貝","Japanese","3.9","(100+)","Hong Kong"
"c6vv","Mad Three","Taiwanese","4.6","(500+)","Hong Kong"
"w2lb","Mun Chun Skewered Food (Mong Kok)","Skewers","4.4","(100+)","Hong Kong"
"f8rh","Little Chilli","Sichuan","4.2","(100+)","Hong Kong"
"x8ys","Chan's Kitchen","Cha Chaan Teng","4.2","(1000+)","Hong Kong"
"jh0x","Otter Don","Rice Bowl","4.3","(100+)","Hong Kong"
"w7md","South China Snack","Hong Kong","4.3","(100+)","Hong Kong"
"ligo","Chun Mei Duo","Chinese","4","(8)","Hong Kong"
"olrj","Khon Kaen","Thai","3","(46)","Hong Kong"
"l8hl","First Taro","Hong Kong","3.5","(33)","Hong Kong"
"vim6","Fantastic Tea (Dundas Street)","Bubble Tea","3.1","(25)","Hong Kong"
"fmbz","Sushi Sashimi Shop (Mongkok)","Japanese","4.2","(41)","Hong Kong"
"u1lj","Xi Xi Food","Skewers","4.5","(100+)","Hong Kong"
"v2ug","Cafe 66","Japanese","4.5","(100+)","Hong Kong"
"df53","Jiang You Sichuan Noodles [Extended Delivery]","Sichuan","1","(1)","Hong Kong"
"i86n","Hei Gor Pickled Fish","Sauerkraut fish","3.9","(20)","Hong Kong"
"v8er","Yakitori Restaurant","Skewers","4.5","(100+)","Hong Kong"
"mcwk","Wing Fat Seafood Restaurant","Hong Kong","4.2","(49)","Hong Kong"
"x1xk","Championfresh Kitchen","Hong Kong","4","(100+)","Hong Kong"
"lha3","Kaede","Japanese","4","(1)","Hong Kong"
"jbcj","Chiu Chow Local Food","Chiu Chow","4.4","(100+)","Hong Kong"
"ekrk","Spicy Eat","Sichuan","4.8","(30)","Hong Kong"
"y9m3","Sushi Téng","Sushi","4.4","(62)","Hong Kong"
"vhw2","Chill Viet","Vietnamese","4.7","(4)","Hong Kong"
"dcb4","Hay Ha Kee Happy To See","Hong Kong","1.8","(19)","Hong Kong"
"o0ka","Kochaya Tea","Drinks","4.5","(12)","Hong Kong"
"exa4","Xi Kuai","Cha Chaan Teng","4.6","(100+)","Hong Kong"
"jzqy","Boathai","Thai","4","(43)","Hong Kong"
"uywn","Fook Kitchen","Hong Kong","4.7","(3)","Hong Kong"
"y1wl","Fung Mei Steam Food","Hong Kong","4.6","(100+)","Hong Kong"
"w8aw","Shun Fat Noodle & Congee","Hong Kong","4.2","(39)","Hong Kong"
"kxcl","Baka Japanese Restaurant","Japanese","1.6","(32)","Hong Kong"
"w7rp","Vegelink Vegetarian Cuisine","Chinese","4.6","(61)","Hong Kong"
"a4uy","Mini Hut","Indian","4.6","(100+)","Hong Kong"
"c1w9","Be Different (Mong Kok)","Cantonese","3.9","(18)","Hong Kong"
"jves","Coftea","Western","4.3","(2)","Hong Kong"
"ojaa","KPOP Cuisine (Mong Kok)","Korean","3.8","(68)","Hong Kong"
"sv8f","Studio Caffeine (North Point)","Western","2.6","(19)","Hong Kong"
"l4yp","Qiao Cuisine","Hong Kong","4.3","(100+)","Hong Kong"
"g8ow","Shanghai Kitchen","Shanghainese","2.2","(14)","Hong Kong"
"ppn1","Stone One Restaurant & Bar","Japanese","4.1","(55)","Hong Kong"
"feqc","Happiness Rice Rolls","Chinese","2.4","(3)","Hong Kong"
"oloh","Composoup","Hong Kong","4","(13)","Hong Kong"
"zbl0","Mum's Bento","Japanese","4.2","(34)","Hong Kong"
"u8pu","Glory Dim Sum","Dim Sum ","4.4","(100+)","Hong Kong"
"dz4e","Happy Gatherings Hot Pot and Chicken Pot Specialist","Dim Sum ","3.9","(4)","Hong Kong"
"qfky","Restaurant Awesome (Tai Kwok Tsui)","Hong Kong","4.3","(100+)","Hong Kong"
"f5jn","Lemon Tree","Hong Kong","4.2","(100+)","Hong Kong"
"o7qu","Eat What Cow","Hong Kong","4.7","(75)","Hong Kong"
"h2qz","Yung Kee Hainan Chicken (Hung Hom)","Hainan chicken","4.7","(100+)","Hong Kong"
"zq44","Kobachi (Kowloon)","Bubble Tea","3.2","(3)","Hong Kong"
"yb78","Home Kong's Kitchen","Western","4.6","(61)","Hong Kong"
"mzxk","Yee House","Western","4.1","(18)","Hong Kong"
"l6sm","BTB - Better Than Burger","Western","3.8","(59)","Hong Kong"
"i0v4","Kojima Kitchen","Rice Bowl","4.7","(54)","Hong Kong"
"l5ig","The Mandarin House","Dim Sum ","3.1","(14)","Hong Kong"
"wly2","Restoran SAYA","Thai","4.8","(86)","Hong Kong"
"nzn6","Ming Kee","Hong Kong","4.3","(100+)","Hong Kong"
"x43g","Ah Roy Dumpling","Dumpling","4.5","(27)","Hong Kong"
"k8eq","Kimlam Ramen","Udon","3.1","(4)","Hong Kong"
"xkwv","Su Shi Takeaway","Sushi","4.3","(100+)","Hong Kong"
"mbam","Cafe Wander (Tai Kok Tsui)","Japanese","3.8","(94)","Hong Kong"
"tdu1","Artistry Brewing Company","Western","4.7","(2)","Hong Kong"
"zcqk","Lo Ku Ma Ru Japanese Casual Restaurant","Japanese","3.3","(50)","Hong Kong"
"w0iz","Mu Niu Noodle Restaurants","Hong Kong","4","(64)","Hong Kong"
"w5oi","Burgerman (Tai Kok Tsui)","Western","4.6","(500+)","Hong Kong"
"ypul","Fu Da Cafe","Cha Chaan Teng","4.7","(27)","Hong Kong"
"v6es","Wui Mei Tong","Skewers","4.2","(100+)","Hong Kong"
