"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"lk2r","Rock Wagyu","Japanese",4.9,104,"hong kong","G/F, 393 Queen's Road West, Sai Ying Pun,"
"w2ki","Yummy Sushi","Sushi",4.9,258,"hong kong","G/F, Man Hing Mansion, 1 Tak Yan Street, Wan Chai,"
"weof","Miss Pisces Creations (Tsim Sha Tsui)","Cakes",0.0,0,"hong kong","Shop 9A, G/F, Hankow Centre, 5-15 Hankow Road, Tsim Sha Tsui,"
"i7nh","Pandan Thai Cafe","Thai",4.8,573,"hong kong","G/F, 284 Des Voeux Road West, Sai Ying Pun,"
"hdam","Wenju Cuisine","Chinese",0.0,0,"hong kong","LG/F, Wai On House, 39 Water Street, Sai Ying Pun,"
"bz76","Tea Meet Belle (Wan Chai)","Hong Kong",4.3,23,"hong kong","Shop 13, G/F, Pao Woo Mansion, 51 Cross Lane, Wan Chai,"
"v6eq","Hing Kat Oya","Japanese",4.7,283,"hong kong","12/F, Tiffan Tower, 199 Wan Chai Road, Wan Chai,"
"h312","Hung Hing Restaurant","Cha Chaan Teng",4.6,143,"hong kong","Shop 5-8, G/F, Hang Fai Building, 22-32 Pok Fu Lam Road, Sai Ying Pun,"
"x8ks","Modern Cafe","Cha Chaan Teng",5.0,229,"hong kong","G/F, Fung Shing Building, 168 Connaught Road West, Sai Ying Pun,"
"dkrx","Wu Zhi Jian Lanzhou Beef Noodles","Hong Kong",4.9,123,"hong kong","Shop A2, G/F, 298 Hennessy Road, Wan Chai, Hong Kong,"
"s3xn","New Forest Restaurant (Wan Chai)","Hong Kong",4.9,1427,"hong kong","Shop B, G/F, Wai Hay Mansion, 203 Wan Chai Road, Wan Chai,"
"oy4f","Hee Kee Fried Crab Expert Limited (Wan Chai)","Hong Kong",4.7,48,"hong kong","Shop 1-4, G/F, Dandenong Mansion, 379-389 Jaffe Road, Wan Chai,"
"zwqd","Yee Nam Association","Hong Kong",5.0,14,"hong kong","2/F, Paul Yee Mansion, 346 Jaffe Road, Wan Chai,"
"m5nd","Characteristic Snacks","Chinese",4.9,232,"hong kong","Shop A, G/F, 16-20 Pok Fu Lam Road, Sai Ying Pun,"
"c8k0","Imperial Treasure Fine Chinese Cuisine (Tsim Sha Tsui)","Chinese",4.9,16,"hong kong","10/F, One Peking, 1 Peking Road, Tsim Sha Tsui,"
"bzx7","Andy's Hot Pot (Shek Tong Tsui) [Extended Delivery]","Chinese",4.8,27,"hong kong","UG/F & G/F, Rex Building, 399-401 Queen's Road West, Sai Ying Pun,"
"s2er","Pizza Pizzeria","Pizza",4.8,1006,"hong kong","Shop 10, G/F, Kingsfield Tower, 73-83 Bonham Road, Mid-Levels,"
"v9l1","Chef Slice","Western",4.3,21,"hong kong","Shop 10, G/F, Kingsfield Tower, 73-83 Bonham Road, Mid-Levels,"
"w7wm","The Matsu","Japanese",4.9,243,"hong kong","Shop F, G/F, Yen Shin Building, 142-150 Third Street, Sai Ying Pun,"
"oxfq","Peaky Coff (Wan Chai) [Extended Delivery]","Coffee",0.0,0,"hong kong","Shop 13, G/F, Pao Woo Mansion, 177-179 Wan Chai Road, Wan Chai,"
"gslp","Crispi Bun (Tsim Sha Tsui)","Western",4.8,98,"hong kong","Shop A, Ground Floor, Yue Hwa International Building, 7 Ashley Road, Tsim Sha Tsui,"
"s3br","Oppa Chicken (Sai Ying Pun)","Korean",4.9,5298,"hong kong","Shop J, G/F, Tung Lee Mansion, 1 Water Street, Sai Ying Pun,"
"v4cu","Taste of Home","Hong Kong",5.0,67,"hong kong","G/F, Rockson Mansion, 25 Water Street, Sai Ying Pun,"
"yggj","Pizza & Petty","Pizza",4.6,50,"hong kong","Shop 10, G/F, Kingsfield Tower, 73-83 Bonham Road, Mid-Levels,"
"a3gz","Blue Mountain Restaurant (Sai Ying Pun) [Extended Delivery]","Cha Chaan Teng",4.7,19,"hong kong","G/F, Koon Wah Building, 420 Queen's Road West, Sai Ying Pun,"
"fdqy","RiceShip (Wan Chai) [Extended Delivery]","Hong Kong",0.0,0,"hong kong","Shop 13, G/F, Pao Woo Mansion, 177-179 Wan Chai Road, Wan Chai,"
"r755","Lemna Of The Alchemist (Tsim Sha Tsui)","Western",0.0,0,"hong kong","G/F, Restaurant Block, Hong Kong Cultural Centre, 10 Salisbury Road, Tsim Sha Tsui,"
"qq0t","Hau Xing Yu Shredded Chicken (Wan Chai)","Shredded chicken",5.0,71,"hong kong","Shop B2, G/F, 313 Lockhart Road, Wan Chai,"
"x0vb","LilyVale Cafe","Cha Chaan Teng",5.0,92,"hong kong","G/F, Oi Kwan Road Baptist Church, 36 Oi Kwan Road, Wan Chai,"
"wvd2","Stanley Bay Restaurant","Cha Chaan Teng",0.0,0,"hong kong","Shop 1-2, G/F, Liang Ga Building, 296-302 Des Voeux Road West, Sai Ying Pun,"
"mm5d","Hana Raku (1 Peking Road)","Skewers",0.0,0,"hong kong","Room 801, 8/F, 1 Peking Road, Tsim Sha Tsui,"
"k9vu","Ichiban Soup Rice (Wan Chai)","Hong Kong",4.1,35,"hong kong","Shop 13, G/F, Pao Woo Mansion, 51 Cross Lane, Wan Chai,"
"k8v5","Sakura House","Japanese",4.8,226,"hong kong","Shop A2, G/F, Kwong Tak Building, 29C-29D Pok Fu Lam Road, Mid-Levels,"
"mttz","Miss Fly (Wan Chai) [Extended Delivery]","Hong Kong",0.0,0,"hong kong","Shop 13, G/F, Pao Woo Mansion, 177-179 Wan Chai Road, Wan Chai,"
"l47f","Cha Zui Tao Xi","Taiwanese",0.0,0,"hong kong","Shop 2B-C, G/F, Merit Court, 294 Des Voeux Road West, Sai Ying Pun,"
"sl0i","MP Curry House (Wan Chai)","International",0.0,0,"hong kong","Shop A, G/F, 181A-181G Wan Chai Road, Wan Chai,"
"vs5w","Chicken N Fries by Seoul Bros (Wan Chai)","Burgers",4.9,485,"hong kong","Shop A, LG/F, Lee Cheong Building, 218 Wan Chai Road, Wan Chai,"
"v4ss","Chau Kee Dim Sum","Dim Sum ",4.7,897,"hong kong","Shop H1, G/F, Tung Lee Mansion, 1H Water Street, Sai Ying Pun,"
"tvu2","Lattehatist","Coffee",4.8,65,"hong kong","Shop 2A, G/F, Merit Court, 294 Des Voeux Road West, Sai Ying Pun,"
"lpoh","Shang Hai Wai Kee 1996 HK","Shanghainese",4.5,63,"hong kong","Shop A, G/F, Hong Yue Court, 9 Water Street, Sai Ying Pun,"
"w5ar","Duck Victoria (Gateway Arcade)","Chinese",3.0,27,"hong kong","Shop 3319, 3/F, Gateway Arcade, Harbour City, 3-27 Canton Road, Tsim Sha Tsui,"
"s6xc","Milano Pizzeria","Italian",4.5,659,"hong kong","Shop 10, G/F, Kingsfield Tower, 73-83 Bonham Road, Mid-Levels,"
"ai19","Chickenworks","Shredded chicken",4.8,28,"hong kong","Shop A2, G/F, Kwong Tak Building, 29D Pok Fu Lam Road, Sai Wan,"
"g0q9","Tiffin Box (Dami Nepali Food)","Dumpling",4.9,109,"hong kong","Shop E1, G/F, Hung Yip Building, 234-236 Wan Chai Road, Wan Chai,"
"j4is","Kin's Kitchen","Hong Kong",4.9,447,"hong kong","5/F, W Square, 314-324 Hennessy Road, Wan Chai,"
"vddh","Tarone","Taiwanese",4.9,384,"hong kong","G/F, 27 Water Street, Sai Ying Pun,"
"ahbc","Little Jkj Pot Chicken Hotpot","Hot Pot",0.0,0,"hong kong","Shop 6, G/F, 168-170 Third Street, Sai Ying Pun,"
"eolk","Mexican House by Seoul Bros (Wan Chai) [Extended Delivery]","Mexican",4.9,75,"hong kong","Shop A, LG/F, Lee Cheong Building, 218 Wan Chai Road, Wan Chai,"
"t6xh","DuTing (Fai Kee Snack Shop)","Hong Kong",5.0,267,"hong kong","Shop A,G/F, Lee West Commercial Building, 375-379 Hennessy Road ,Wan Chai ,Hong Kong,"
"zy8w","God of Ramen","Ramen",0.0,0,"hong kong","Shop 13, G/F, Pao Woo Mansion, 177-179 Wan Chai Road, Wan Chai,"
"rmjk","Lao Chang Sha Restaurant (Sai Ying Pun)","Chinese",4.9,28,"hong kong","Shop 2F, G/F, Fung Shing Building, 168 Connaught Road West, Sai Ying Pun,"
"vvwz","In Beef","Hong Kong",0.0,0,"hong kong","Shop 2, G/F, Fasteem Mansion, 307-311 Jaffe Road, Wan Chai,"
"v44c","New One Cafe","Hong Kong",5.0,32,"hong kong","G/F, 416 Queen's Road West, Sai Ying Pun,"
"zat0","Kew+","Japanese",0.0,0,"hong kong","Shop 412, 4/F, Ocean Centre, Harbour City, 5 Canton Road, Tsim Sha Tsui,"
"vdv0","24-35 Fusion Fast Food","Indian",4.9,894,"hong kong","Shop E1, G/F, Hung Yip Building, 234-236 Wan Chai Road, Wan Chai,"
"gw3v","MOMO RUSH","Dumpling",4.9,75,"hong kong","Shop E1, G/F, Hung Yip Building, 234-236 Wan Chai Road, Wan Chai,"
"z0za","Tak Lee Chiu Chow Restaurant","Chiu Chow",4.3,244,"hong kong","G/F, Tin Hing Building, 299 Des Voeux Road West, Sai Ying Pun,"
"w2nr","Cafe 2 Oyster and Grill","",4.7,51,"hong kong","Shop C-D, G/F, Rockson Mansion, 371-379 Queen's Road West, Sai Ying Pun,"
"v3ca","Dare","International",4.9,1866,"hong kong","Shop 1, G/F, Cheong Wing Court, 5 Water Street, Sai Ying Pun,"
"iggk","Wah Wang Kitchen","Cha Chaan Teng",5.0,35,"hong kong","Major Portion of Shop D, G/F, Lee Cheong Building, 218-220B Wan Chai Road, Wan Chai,"
"aro7","Panda Bakery","HK Dessert",5.0,16,"hong kong","Shop E2, G/F, Hung Yip Building, 234-236 Wan Chai Road, Wan Chai,"
"q6y5","Good Show","Hong Kong",0.0,0,"hong kong","Shop 6, G/F, Chuang's Enterprises Building, 382 Lockhart Road, Wan Chai,"
"s9wt","New Bangkok Restaurant (Wan Chai)","Thai",4.9,1810,"hong kong","G/F, Kai Ming Building, 366 Hennessy Road, Wan Chai,"
"wje3","Craft Bakery Ahttimong","Korean",0.0,0,"hong kong","Shop G, G/F, Pao Woo Mansion, 177-179 Wan Chai Road, Wan Chai,"
"b4pt","Fable","French",0.0,0,"hong kong","Shop D, LG/F, Lee Cheong Building, 1 On Lok Lane, Wan Chai,"
"eut3","Boom Grill","Skewers",3.9,15,"hong kong","Shop 6, G/F, Fung Yu Building, 182-190 Third Street, Sai Ying Pun,"
"v1aw","Mouth Full","Hong Kong",4.9,250,"hong kong","Shop 3, G/F, 414 Queen's Road West, Sai Ying Pun,"
"e8at","Tropica","Western",0.0,0,"hong kong","G/F, Siu Cheung Building, 3 Chiu Kwong Street, Sai Ying Pun,"
"yuof","Poke Sushi House","Japanese",5.0,310,"hong kong","Unit H, Shop 7-11, G/F, Pao Woo Mansion, 177-179 Wan Chai Road, Wan Chai,"
"ivyf","Geylang (Wan Chai)","Singaporean",4.9,250,"hong kong","G/F, Tin Lok Building, 221A Wan Chai Road, Wan Chai,"
