StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District,Admin_District
fvek,Kactus Koffee,Coffee,5.0,54,hong kong,"G/F, 47 Man Ying Street, Jordan,",Jordan,Yau Tsim Mong District
eg0p,Hana-Musubi (Kennedy Town MTR Station),Japanese,5.0,11,hong kong,"(Near Exit A) Shop KET 7, Kennedy Town MTR Station, Kennedy Town,",Kennedy Town,Central and Western District
lirr,Tin Fai Skewers,Hong Kong,5.0,19,hong kong,"Shop C, G/F, Full Harvest Building, 6-18 Hau Wo Street, Kennedy Town,",Kennedy Town,Central and Western District
amd5,One One Roast Goose Restaurant (Sai Wan),Cha Chaan Teng,5.0,1594,hong kong,"Shop C & D, G/F, Luen Hing Apartments, 36 Forbes Street, Kennedy Town,",Kennedy Town,Central and Western District
s5nq,Sun Hing Restaurant,Dim Sum ,4.9,3670,hong kong,"Shop C, G/F, Markfield Building, 8 Smithfield, Kennedy Town,",Kennedy Town,Central and Western District
s7jl,Seng Seng Korean Cuisine,Korean,4.9,1746,hong kong,"MAN YING BUILDING, 18 MAN YING STREET, YAU TSIM MONG, JORDAN,",Jordan,Yau Tsim Mong District
qpr6,Ah Long Pakistan Halal Food,Curry,4.3,56,hong kong,"Shop B, G/F, David Mansion, 95 Woosung Street, Jordan,",Jordan,Yau Tsim Mong District
v2gb,Bedana's Filipino Restaurant,Filipino,4.9,1074,hong kong,"113 WOOSUNG STREET, JORDAN,",Jordan,Yau Tsim Mong District
v8se,Cheung Fat King of Soyed Goose,Chiu Chow,4.9,199,hong kong,"G/F, NO 127 SHANG HAI STREET, JORDAN, TSIM SHA TSUI, KOWLOON,",Jordan,Yau Tsim Mong District
jl3f,Awesome Bar & Cafe,Western,4.9,13,hong kong,"Shop 1D on GF & 1F, New Mandarin Plaza Shopping Arcade, 14 Science Museum Road, Tsim Sha Tsui,",Tsim Sha Tsui,Yau Tsim Mong District
kalp,Wai Kee Cafe,Cha Chaan Teng,5.0,116,hong kong,"G/F, 34 Forbes Street, Kennedy Town, Western District,",Western District,Central and Western District
v2oo,Sushi Sashimi Shop (Jordan),Japanese,4.7,1007,hong kong,"G/f, 112 Shanghai Street, Jordan,",Jordan,Yau Tsim Mong District
mkjj,Smash'd,Burgers,5.0,104,hong kong,"G/F, Cheong Fai Building, 21 Catchick Street, Kennedy Town,",Kennedy Town,Central and Western District
s5nf,David's Barbecue,Skewers,4.9,659,hong kong,"G/F., 20 MAN YIN STREET, FERRY POINT, JORDAN,",Jordan,Yau Tsim Mong District
katg,Fu Wah Cafe (Tsim Sha Tsui),Cha Chaan Teng,4.9,291,hong kong,"Shop 59-66, G/F, Harbour Crystal Centre, 100 Granville Road, Tsim Sha Tsui,",Tsim Sha Tsui,Yau Tsim Mong District
keoh,Rhino (Sai Wan),Taiwanese,5.0,1012,hong kong,"Shop 5B, LG/F, 45-51 Smithfield, Kennedy Town,",Kennedy Town,Central and Western District
xvrm,ZAITUN,Middle Eastern,4.9,18,hong kong,"Shop 1B, G/F, Man Wah Building, 1 Man Ying Street, Ferry Point, Jordan,",Jordan,Yau Tsim Mong District
vyvf,Cowboy Ice House,Cha Chaan Teng,4.2,19,hong kong,"Shop 3&4, G/F, Parkes Residence, 101 Parkes Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
qb6b,A Boutea (Kennedy Town),Bubble Tea,5.0,987,hong kong,"Shop 1B, G/F, Smithfield Court Arcade , 43 Smithfield, Kennedy Town,",Kennedy Town,Central and Western District
djed,Lagom Bar & Cafe,Japanese,4.8,51,hong kong,"G/F, Wah Ying Building, 18 Shelter Street, Causeway Bay,",Causeway Bay,Wan Chai District
x4xx,Kui Fat Restaurant,Cha Chaan Teng,4.7,97,hong kong,"Ground Floor, 26-28 Man Fei House, Man Ying Street, Jordan Road, Jordan,",Jordan,Yau Tsim Mong District
zdj3,Doux,Dessert,4.9,13,hong kong,"Shop K, G/F, Lucky House, 62A-62B Parks Street, Jordan,",Jordan,Yau Tsim Mong District
v6rk,Kuen Kee,Hong Kong,4.9,1172,hong kong,"Stall CF5, Cooked Food Market, 2/F, Smithfield Municipal Services Building, 12K Smithfield, Kennedy Town,",Kennedy Town,Central and Western District
ywj4,Catch A Congee,Congee,4.4,14,hong kong,"G/F, 63 Pilkem Street, Jordan,",Jordan,Yau Tsim Mong District
zpgy,Porun Restaurant,Cart Noodles,4.4,95,hong kong,"Ground Floor, 83 Parkes Street, Jordan,",Jordan,Yau Tsim Mong District
zd87,IDFC Coffee,Coffee,4.9,25,hong kong,"Shop 2, G/F, Professional Building, 19-23 Tung Lo Wan Road, Causeway Bay,",Causeway Bay,Wan Chai District
w3pv,Chuan Yu Dian,Sichuan,4.9,58,hong kong,"G/F, Man Ying Building, 22 Man Ying Street, Jordan,",Jordan,Yau Tsim Mong District
s9hb,Classified (Happy Valley),Western,4.9,1386,hong kong,"Shop B, G/F, Kam Yuk Mansion, 13 Yuk Sau Street, Happy Valley,",Happy Valley,Wan Chai District
r016,Hot Star Large Fried Chicken (Tsim Sha Tsui East),Fried Chicken,5.0,174,hong kong,"Shop 61, G/F, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui East,",Tsim Sha Tsui,Yau Tsim Mong District
w9do,Hau Xing Yu Shredded Chicken (Shanghai Street),Shredded chicken,4.9,842,hong kong,"G/F, 99 Shanghai Street, Jordan, Mong Kok,",Jordan,Yau Tsim Mong District
lhrd,Thai Khaow Hom (Kennedy Town),Thai,4.9,49,hong kong,"Shop F & G, G/F, Full Harvest Building, 6-18 Hau Wo Street, Kennedy Town,",Kennedy Town,Central and Western District
jbe9,Mo Keung To,Chinese,5.0,11,hong kong,"Shop 16, G/F, Man Ying Building, 16 Man Ying Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
v3tb,Anna Dessert,HK Dessert,4.9,921,hong kong,"G/F, 107 Woosung Street, Jordan,",Jordan,Yau Tsim Mong District
s4ey,Wulu Bar & Restaurant,Hot Pot,4.2,5,hong kong,"11/F, H8, 8 Hau Fook Street, Tsim Sha Tsui,",Tsim Sha Tsui,Yau Tsim Mong District
o6eq,Sai Kwan Lo Jo (Yau Ma Tei),Hong Kong,4.9,363,hong kong,"Shop 18B, Ground Floor, Middle Block, Man Yuen Building, 18 Man Yuen Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
ta1t,HungHing (Kennedy Town),Hong Kong,4.4,21,hong kong,"Shop G2, G/F, Shun Hing Building, 34 Catchick Street, Kennedy Town,",Kennedy Town,Central and Western District
fhjp,Fu Pong Restaurant,Cha Chaan Teng,4.2,80,hong kong,"Shop 1M, G/F, Nanking Street, Jordan,",Jordan,Yau Tsim Mong District
lgh1,HAMA-SUSHI,Japanese,4.4,15,hong kong,"Shop 1, 1/F, 238 Nathan Road, Jordan,",Jordan,Yau Tsim Mong District
v3sd,Ex-Gorkha Restaurant & Bar,Indian,4.9,108,hong kong,"Shop 5, G/F, King's Court, 65-75 Wai Ching Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
cv79,Shh Cafe,Western,4.9,20,hong kong,"Major Portion of Shops B and C, G/F, Cheung King Mansion, 144 Austin Road, Tsim Sha Tsui,",Tsim Sha Tsui,Yau Tsim Mong District
v4ub,Sing Kee,Hong Kong,4.9,1340,hong kong,"Stall CF12, Cooked Food Market, 2/F, Smithfield Municipal Services Building, 12K Smithfield, Kennedy Town,",Kennedy Town,Central and Western District
w7bw,Tong Shui Hung,HK Dessert,4.9,979,hong kong,"G/F, MAN KING BUILDING, 30 MAN WUI STREET, JORDAN, TSIM SHA TSUI,",Jordan,Yau Tsim Mong District
v9ap,Tong Shui Dang 1987,Hong Kong,4.9,344,hong kong,"Shop C, G/F, Man King Building, 25 Man Wui Street, Ferry Street, Jordan,",Jordan,Yau Tsim Mong District
v0hi,Clay Oven Indian Restaurant,Curry,4.6,785,hong kong,"G/F, Kam Hing Mansion, 27-31 Catchick Street, Kennedy Town,",Kennedy Town,Central and Western District
n5rj,Seng Seng 2 Go,Korean,5.0,1944,hong kong,"Shop 12, Ground Floor, No. 14 Man Ying Street, Jordan,",Jordan,Yau Tsim Mong District
to22,Kamukura Japanese Restaurant,Sushi,5.0,20,hong kong,"Shop E, G/F, Luen Tak Apartment, 45 Smithfield, Kennedy Town,",Kennedy Town,Central and Western District
x6nh,Friend's Kitchen,Hong Kong,4.3,50,hong kong,"6/F, Pollock Building, 9-10 Tak Hing Street, Jordan,",Jordan,Yau Tsim Mong District
s1jr,Shanghai Lane (Happy Valley),Shanghainese,4.9,784,hong kong,"G/F, 10 Min Fat Street, Happy Valley,",Happy Valley,Wan Chai District
e8jp,Junels Ktown,Filipino,4.7,13,hong kong,"G/F, 9 North Street, Kennedy Town,",Kennedy Town,Central and Western District
v2sj,Hai Phong Pho Vietnamese Food,Pho,4.7,553,hong kong,"Shop 3, G/F, Haven Mansion, 108 Woo Sung Street, Jordan,",Jordan,Yau Tsim Mong District
hu7c,Soup Very Good,Hong Kong,4.9,124,hong kong,"3/F, Chinachem Cameron Centre, 42-44,Cameron Road, Tsim Sha Tsui, KL,",Tsim Sha Tsui,Yau Tsim Mong District
s1jh,Light Vegetarian Restaurant,Cantonese,4.7,225,hong kong,"G/F, New Lucky House, 13 Jordan Road, Jordan,",Jordan,Yau Tsim Mong District
n9xp,Skewer King,Skewers,4.7,2048,hong kong,"Shop 2, Ground Floor, Windsor Mansions, 17 Austin Road ,Tsim Sha Tsui,",Tsim Sha Tsui,Yau Tsim Mong District
v5pv,Sweet Dreamer Dessert (Kennedy Town),Hong Kong,4.8,821,hong kong,"G/F, May Sun Building, 15 Smithfield, Kennedy Town,",Kennedy Town,Central and Western District
w4kv,Fresco Dim Sum,Dim Sum ,4.9,1381,hong kong,"Shop A, G/F, Fook On Mansion, 23-25 North Street, Kennedy Town,",Kennedy Town,Central and Western District
v0ro,Turkeyano (Jordan),Middle Eastern,4.8,575,hong kong,"Shop 7A, G/F, Honour House, 375-381 Nathan Rd, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
tj8w,Yiumo,Japanese,4.0,16,hong kong,"Shop G, G/F, Shun Cheong Building , 28 Hau Wo Street, Western District,",Western District,Central and Western District
w6so,Sino Vegetarian Restaurant,Hong Kong,4.8,430,hong kong,"G/F, 131-135 PARKES STREET, JORDAN,",Jordan,Yau Tsim Mong District
e7ar,2 Good Bakery,Cakes,5.0,46,hong kong,"G/F, 119 Parkes Street, Jordan,",Jordan,Yau Tsim Mong District
w3mj,Kai Kee Restaurant (Kennedy Town),Cha Chaan Teng,4.8,1678,hong kong,"Shop B-C, G/F, Luen Yau Apartments, 102-114 Belcher's Street, Kennedy Town,",Kennedy Town,Central and Western District
v4im,Cake's Secrets,Cakes,4.6,113,hong kong,"G/F, 43 Hau Wo Street, Kennedy Town,",Kennedy Town,Central and Western District
v8qq,Tandoori (Jordan),Indian,3.9,21,hong kong,"G/F, Mau Lam Commercial Building, 16-18 Mau Lam Street, Jordan,",Jordan,Yau Tsim Mong District
v6mp,Comptoir,French,4.8,190,hong kong,"G/F, 42 Forbes Street, Kennedy Town,",Kennedy Town,Central and Western District
zvoz,Biryani Cuisine (Jordan),Indian,4.9,103,hong kong,"G/F & M/F, Mau Lam Commercial Building, 16-18 Mau Lam Street, Jordan,",Jordan,Yau Tsim Mong District
iz15,Fu Loi Chinese Kitchen,Cha Chaan Teng,4.8,112,hong kong,"G/F, 8 Shing Ping Street, Happy Valley,",Happy Valley,Wan Chai District
u30n,t2P,Japanese,4.8,34,hong kong,"Shop 9, G/F, Belle House, 23-35 Whitfield Road, Tin Hau,",Tin Hau,Eastern District
xmu2,Cha Don,Cha Chaan Teng,4.9,346,hong kong,"G/F, 7 Pak Hoi Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
v75m,"Mendel's: Bagels, Coffee & Breakfast",Western,5.0,71,hong kong,"Shop A, G/F, Kam Fu Mansion, 66-68 Catchick Street, Kennedy Town,",Kennedy Town,Central and Western District
fbst,Kong Shing Rice Noodle Restaurant,Cha Chaan Teng,4.9,48,hong kong,"Ground Floor, 7A Jordan Road, Yau Ma Tei,",Jordan,Yau Tsim Mong District
v8hk,KTM Nepalese Restaurant,Indian,4.8,324,hong kong,"G/F, Sincere Western House, 71 Cadogan Street, Kennedy Town,",Kennedy Town,Central and Western District
lbyi,Hyolmo Fusion Restaurant & Bar,Indian,4.6,98,hong kong,"G/F, Wah Wai Mansion, 70A Wai Ching Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
s5ta,Thalassic Thai Restaurant,Thai,4.8,1826,hong kong,"Shop C-D, G/F, Chi Ping Building, 38 Hau Wo Street, Kennedy Town,",Kennedy Town,Central and Western District
fq6x,Song Sushi [Extended Delivery],Sushi,5.0,98,hong kong,"Shop B, G/F, Yue On Building, 78-86 Catchick Street, Kennedy Town,",Kennedy Town,Central and Western District
fgdt,Katsuo Udon (Jordan),Japanese,4.9,114,hong kong,"Shop 8, LG/F, Eaton Hong Kong, 380 Nathan Road, Jordan,",Jordan,Yau Tsim Mong District
v9jo,BRESOLA,Italian,4.5,69,hong kong,"Shop D, G/F, Yue On Building, 78-86 Catchick Street, Kennedy Town,",Kennedy Town,Central and Western District
v3jc,Tequila on Davis,Mexican,4.9,367,hong kong,"G/F, Grand Fortune Mansion, 1 Davis Street, Kennedy Town,",Kennedy Town,Central and Western District
udo6,Little Indian Restaurant,Indian,4.7,154,hong kong,"Ground Floor, 19 Woosung Street, Jordan,",Jordan,Yau Tsim Mong District
w2w1,Ironyakiniku,Japanese,5.0,14,hong kong,"G/F, 127 Parkes Street, Jordan,",Jordan,Yau Tsim Mong District
s0uh,BB Cow Beef Brisket Restaurant,Hong Kong,4.8,679,hong kong,"G/F 11, PAK HOI STREET, JORDAN, KOWLOON,",Jordan,Yau Tsim Mong District
h0vd,Souper Kitchen,Hong Kong,4.9,486,hong kong,"Shop 4, LG/F, Eaton Hong Kong, 380 Nathan Road, Jordan,",Jordan,Yau Tsim Mong District
ir3b,One Half Story Cafe,Western,4.8,12,hong kong,"G/F, 11 Saigon Street, Jordan,",Jordan,Yau Tsim Mong District
v3jj,11 Westside,Mexican,4.9,528,hong kong,"1/F, The Hudson, 11 Davis Street, Kennedy Town,",Kennedy Town,Central and Western District
kaf2,SamJim Claypot Rice,Hong Kong,5.0,287,hong kong,"Shop E, G/F, Backingham Building, 317-321 Nathan Road, Jordan,",Jordan,Yau Tsim Mong District
w6dk,The Cofftea Shop,Coffee,4.8,132,hong kong,"Shop H, G/F, Yue On Building, 78-86 Catchick Street, Kennedy Town,",Kennedy Town,Central and Western District
c7t9,Yan Gong Restaurant,Chinese,4.9,33,hong kong,"Shop 1-2, G/F, Shun Fai Building, 19 Hau Wo Street, Kennedy Town,",Kennedy Town,Central and Western District
kuci,Cheung Kee Sea Food Kitchen,Hong Kong,4.3,66,hong kong,"Stall 12, 5/F, Yue Kwong Road Market, 18 Aberdeen Reservoir Road, Aberdeen,",Aberdeen,Southern District
eyum,Full Happiness,Cantonese,4.4,28,hong kong,"Shop A, G/F, Mint Garden, 1-3 Cheong Ming Street, Happy Valley,",Happy Valley,Wan Chai District
w8xi,Lotus Garden,Hong Kong,4.7,199,hong kong,"Shop D, G/F, Nam Wing Building, 49-51 Sing Woo Road, Happy Valley,",Happy Valley,Wan Chai District
pwia,Curry Express,Indian,4.7,455,hong kong,"Ground Floor, 79C Woosung Street, Jordan,",Jordan,Yau Tsim Mong District
v6nt,Arabian Knights,Indian,4.4,137,hong kong,"G/F, 58 Tung Lo Wan Road, Tai Hang,",Tai Hang,Wan Chai District
xhd5,Himi Japanese Cuisine (Kennedy Town),International,3.1,154,hong kong,"Shop E, G/F., Shun Cheong Building, No. 28 Hau Wo Street, Kennedy Town, Hong Kong,",Kennedy Town,Central and Western District
td74,Chong Qing Mala Tong,Sichuan,4.8,26,hong kong,"G/F, Agatha House, 19 Ning Po Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
otuy,My Kitchen,Indian,4.9,177,hong kong,"G/F, 2H Saigon Street, Jordan,",Jordan,Yau Tsim Mong District
x5ay,Blue Pho,Pho,4.7,705,hong kong,"Shop FC6B, 2/F, Chi Fu Landmark, 9 Chi Fu Road, Pok Fu Lam,",Pok Fu Lam,Southern District
yvfy,Slow House,Western,4.9,256,hong kong,"28-32 Davis Street, Kennedy Street, Sai Wan,",Sai Wan,Central and Western District
n5pd,Kai Kai,HK Dessert,5.0,1552,hong kong,"G/F, 29 Ning Po Street, Jordan,",Jordan,Yau Tsim Mong District
s9yo,Curry Leaf (Jordan),Indian,4.9,367,hong kong,"G/F and M/F, Mau Lam Commercial Building, 16-18 Mau Lam Street, Jordan,",Jordan,Yau Tsim Mong District
ql1t,Chulo Nepalese Home Cooking,Southeast Asian,4.9,172,hong kong,"G/F, 171 Shanghai Street, Jordan,",Jordan,Yau Tsim Mong District
v2zz,Mint Leaf Indian Restaurant,Indian,3.6,86,hong kong,"G/F, 58 Tung Lo Wan Road, Tai Hang,",Tai Hang,Wan Chai District
xwe8,Proof,Western,5.0,130,hong kong,"G/F, 14 Tsun Yuen Street, Happy Valley,",Happy Valley,Wan Chai District
w7yv,Timur,Indian,4.9,717,hong kong,"Shop B1, G/F, Hau Wo Court, 25-33 Hau Wo Street, Kennedy Town,",Kennedy Town,Central and Western District
bgup,Matka (Jordan),Curry,4.6,32,hong kong,"G/F & M/F, Mau Lam Commercial Building, 16-18 Mau Lam Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
s4nm,Falafel Hut,Kebab,4.9,711,hong kong,"G/F, Yue On Building, 78-86 Catchick Street, Kennedy Town,",Kennedy Town,Central and Western District
v9om,Sichuan BBQ Restaurant,Skewers,4.9,235,hong kong,"SHOPS B, G/F, 27-31 NING PO STREET, JORDAN, TSIM SHA TSUI, KOWLOON,",Jordan,Yau Tsim Mong District
v2qv,Best Restaurant,Chinese,4.5,85,hong kong,"G/F, 177 Shanghai Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
dme3,ENSO,Japanese,3.8,17,hong kong,"Shop 5, G/F, Ka Fu Building, 25 New Praya Kennedy Town, Kennedy Town,",Kennedy Town,Central and Western District
w7hw,Man Hing Restaurant,Cha Chaan Teng,4.9,294,hong kong,"G/F, 2 Cheong Ming Street, Happy Valley,",Happy Valley,Wan Chai District
w0zu,Sing Hing Restaurant,Hong Kong,4.0,1335,hong kong,"G/F, 49-51 Woosung Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
v6yw,The Farm (Kennedy Town),Hong Kong,4.9,1052,hong kong,"Shop C, G/F, 47 Hau Wo Street, Kennedy Town,",Kennedy Town,Central and Western District
ioxj,Hungry Eye Restaurant & Bar,Indian,4.9,47,hong kong,"3/F, Gofuku Tower, 62-64 Woosung Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
l7hy,Two Fat,Vietnamese,4.4,57,hong kong,"Shop 13, G/F, Cooked Food Centre, Yue Kwong Road Market, 45 Yue Kwong Road, Aberdeen,",Aberdeen,Southern District
vx1g,Habibi (Jordan),Middle Eastern,4.6,14,hong kong,"Shop 7, G/F, Honour House, 375-381 Nathan Road, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
h69j,Little Lucie’s (Happy Valley),Western,4.9,37,hong kong,"Shop A, G/F, Jubilee Garden, 18 Sing Woo Road, Happy Valley,",Happy Valley,Wan Chai District
mdp5,Wan Kwai Chuen,Rice Noodles,4.7,376,hong kong,"G/F, 22 Cheong Lok Street, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
w8qv,Broccoli Piazza & Pasta,Italian,1.9,38,hong kong,"G/F, 58 Tung Lo Wan Road, Tai Hang,",Tai Hang,Wan Chai District
w9sx,La Piazza Italiano Bistro,Pizza,2.1,84,hong kong,"G/F, 58 Tung Lo Wan Road, Tai Hang,",Tai Hang,Wan Chai District
beyr,Smiling Elephant Takeaway,Thai,5.0,483,hong kong,"Shop 5, G/F, Westview Height, 163 Belcher's Street, Kennedy Town,",Kennedy Town,Central and Western District
w2mr,Ho Yin Kee Desserts,HK Dessert,4.6,1133,hong kong,"Shop 4, G/F, The Hudson, 11 Davis Street, Kennedy Town,",Kennedy Town,Central and Western District
xwrw,Wang Shing Roast Goose Restaurant,Siu Mei,4.8,401,hong kong,"G/F, Kennedy Mansion, 171 Belcher's Street, Kennedy Town,",Kennedy Town,Central and Western District
f2ho,Delight Congee,Congee,5.0,164,hong kong,"Shop A, G/F, Luen Yau Apartments, 102-114 Belcher's Street, Kennedy Town,",Kennedy Town,Central and Western District
x3ue,Takichi,Japanese,4.6,60,hong kong,"Shop B, G/F, Shun Cheong Building, 28 Hau Wo Street, Kennedy Town,",Kennedy Town,Central and Western District
x3dt,Qing Dynasty Chicken Pot,Sichuan,4.8,587,hong kong,"G/F, Sai Wan New Apartments, 185 Belcher's Street, Kennedy Town,",Kennedy Town,Central and Western District
s3wl,Tai Hang Bar & Grill,Western,4.9,1444,hong kong,"G/F, 38 Tung Lo Wan Road, Tai Hang,",Tai Hang,Wan Chai District
v7ek,Manakamana Nepali Restaurant,Asian,4.6,504,hong kong,"No.107 Temple Street, Jordan,",Jordan,Yau Tsim Mong District
i8ew,San Sui Beef Brisket,Hong Kong,4.5,24,hong kong,"Shop I & J, G/F, Backingham Building, 317-321 Nathan Road, Jordan,",Jordan,Yau Tsim Mong District
v7ux,Yeung Kee Spicy Fish (Jordan),Sauerkraut fish,5.0,854,hong kong,"G/F, 10-12 CHEONG LOK STREET, JORDAN,",Jordan,Yau Tsim Mong District
n7ef,Tandoori Fine Indian Cuisine (Tung Lo Wan Road),Indian,4.5,220,hong kong,"G/F, 58 Tung Lo Wan Road, Tai Hang,",Tai Hang,Wan Chai District
v9hw,Marco's Oyster Bar & Grill (Jordan),Italian,4.0,206,hong kong,"1/F, Travelodge Kowloon, 23 Saigon Street, Jordan,",Jordan,Yau Tsim Mong District
cu5l,Sun Hup Shing Siu Mei,Siu Mei,4.9,59,hong kong,"Shop B1 and B2, G/F, Cha Hing House, 587-589 Canton Road, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
l1od,Triomphe Club,Dim Sum ,4.5,26,hong kong,"1/F, Man Hing Building, 6-12 Cheong Lok Street, Jordan,",Jordan,Yau Tsim Mong District
a3bs,Tin Yin Noodles,Cart Noodles,4.9,387,hong kong,"Shop 3, Cooked Food Centre, 5/F, Yue Kwong Road Market, 18 Aberdeen Reservoir Road, Aberdeen,",Aberdeen,Southern District
xz1f,Lazeez Pizza (Yau Ma Tei),Pizza,4.5,151,hong kong,"Shop 7A, G/F, Honour House, 375-381 Nathan Road, Yau Ma Tei,",Yau Ma Tei,Yau Tsim Mong District
zdb9,Chiu Shun Kee Restaurant,Cha Chaan Teng,4.8,193,hong kong,"Shop 1-2, G/F, Han Yu Building, 45-55 Cadogan Street, Kennedy Town,",Kennedy Town,Central and Western District
yx37,Ikkan Sushi,Sushi,5.0,550,hong kong,"Shop 2, G/F, Wai Yip Building, 88 Wai Ching Street, Jordan,",Jordan,Yau Tsim Mong District
jfz7,Sweet Belle (North Point),HK Dessert,4.3,32,hong kong,"Shop 24B, 2/F, Fu Lee Loy Mansion, 9-27 King Wah Road, North Point,",North Point,Eastern District
v0bg,Taj Mahal Restaurant,Indian,4.6,107,hong kong,"101 Electric Rd, Causeway Bay, Hong Kong,",Causeway Bay,Wan Chai District
w2st,Come Back,International,4.9,379,hong kong,"Room A, 23/F, Block 1, Kingley Industrial Building, 33-35 Yip Kan Street, Wong Chuk Hang,",Wong Chuk Hang,Southern District
sacn,Dough Bros - Pizza & Doughnuts (Tai Hang),Pizza,4.9,745,hong kong,"Shop G, G/F, Ming Sun Building, 90 Tung Lo Wan Road, Tai Hang,",Tai Hang,Wan Chai District
x5fd,Mak Siu Kee Traditional Wonton Noodle (Tin Hau),Hong Kong,4.7,466,hong kong,"G/F, Southward Mansion, 3C Lau Li Street, Tin Hau, Causeway Bay,",Tin Hau,Eastern District
auyd,Home Soup Home (North Point),Soups,4.4,140,hong kong,"Shop 24B, 2/F, Fu Lee Loy Mansion, 9-27 King Wah Road, Fortress Hill,",Fortress Hill,Eastern District
fomj,Onion Hub,Kebab,4.4,72,hong kong,"Shop A4, G/F, 96 Electric Road, Tin Hau,",Tin Hau,Eastern District
v0rb,Shahnai Indian Restaurant,Indian,2.1,59,hong kong,"101 Electric Rd, Causeway Bay, Hong Kong,",Causeway Bay,Wan Chai District
v1cs,GU MA MA,Dumpling,4.7,245,hong kong,"G/F, 14 Ormsby Street, Tai Hang,",Tai Hang,Wan Chai District
w57d,Tin Hau Dessert,Hong Kong,4.1,220,hong kong,"G/F, 91 Electric Road, Tin Hau, Causeway Bay,",Tin Hau,Eastern District
v0qg,Mamma Mia,Italian,3.3,90,hong kong,"Shop 7, G/F, Lee King Mansion, 83 Electric Road, Tin Hau, Causeway Bay,",Tin Hau,Eastern District
r3ki,Drool Froyo,Western,4.9,11,hong kong,"Shop A1, G/F, 96 Electric Road, North Point,",North Point,Eastern District
v9rv,Beirut Kebab & Curry,Kebab,4.7,370,hong kong,"Shop 7, G/F, Lee King Mansion, 83 Electric Road, Tin Hau, Causeway Bay,",Tin Hau,Eastern District
c8qw,Tandoori Junction (Electric Road),Indian,4.5,216,hong kong,"G/F, 101 Electric Road, Tin Hau, Causeway Bay,",Tin Hau,Eastern District
ylfa,Pak Don Chicken Rice (Tin Hau),Hainan chicken,4.9,253,hong kong,"Shop 5, G/F, Park Aura, 54 Electric Road, Tin Hau,",Tin Hau,Eastern District
s6eq,Saigon Etoile,Vietnamese,4.7,207,hong kong,"G/F, 118 Electric Road, Tin Hau, Causeway Bay,",Tin Hau,Eastern District
w2ap,Headquarters,Hong Kong,5.0,939,hong kong,"Shop 3B, G/F, Ka Wo Building, 14-22 Ka Wo Street, Aberdeen,",Aberdeen,Southern District
ky98,Ita Meshi,Japanese,3.0,1,hong kong,"G/F, Ernest Court, 4 Lau Li Street, Tin Hau,",Tin Hau,Eastern District
kzfn,Lucky Star Kitchen,Cha Chaan Teng,5.0,481,hong kong,"Shop CF1, 2/F, Cooked Food Centre, Aberdeen Municipal Services Building, 203 Aberdeen Main Road, Aberdeen,",Aberdeen,Southern District
v3aw,Bistro,International,4.0,17,hong kong,"Shop 1-2, G/F, Jupiter Tower, 9 Jupiter Street, Tin Hau, Causeway Bay,",Tin Hau,Eastern District
wpwd,Treelansin,Hong Kong,4.5,12,hong kong,"Shop CF9, Cooked Food Centre, 2/F, Aberdeen Municipal Services Building, 203 Aberdeen Main Road, Aberdeen,",Aberdeen,Southern District
